tweet,sarcastic
You think everyone is Sun Yat-sen?,1
Laughing at you! Do you think all Taiwanese who go to Japan know Japanese?,1
"You're just being a pain in the ass, aren't you? You think it's you and me that's pushing the envelope?",1
You think it's easy to be at the top of a regional high school?,1
You think you're the only one who wants it?,0
A whole lot of naivety. Do you think trade is like going to a roadside store and getting a couple of pieces of silver?,0
Do you think that these so-called entrepreneurs will ever have a chance to make a name for themselves when they are given the money to bail out the economy?,0
It's like eating shrimp is all about the crunch! You think you're eating Pringles?,1
"When you eat a real bluefin tuna, you don't realize that it's so black that it goes bad!",1
You think buses are really free?,1
You don't think the local people will fight back?,0
Do you think any son would be worse than Lian Ah Dou?,1
Do you think everyone can prepare for the retake with a clean slate?,1
Does he think he's really the Eight Immortals and can cross the sea?,1
You think the landlord's going to lose money? I got it for 6 bucks.,0
Individuals are different. You think everyone is von Neumann?,1
You think computer games don't cost anything?,0
It's not a private piece of crap. Why else would you be making so much money?,1
"Crow, do you think you can do anything?",1
"Of course, you think everyone is the king of Miaoli?",1
"You think you're in a movie? If you meet someone with a sword, you'll have to run.",1
"The exile talk is really funny, you think all the kings grew up on good food?",1
"Upstairs, you think you're the Kuomintang, you don't even need to amend the law.",1
You think the media has the same brain as you?,1
You're too good. Delete Kouki. - Okay.,1
You are so... You're a genius.,1
You are too agitated XDD in acid H black not talking about you XDD.,0
You're talking too much about the s2. It's an antique machine from a few years ago.,1
"You worry too much, don't you?",0
You're too proud of Taiwan for 7 or 8 years XD.,1
You believe in China too much. Don't forget about hao123.,0
"You are also too creative, in the end there are a few Chinese manufacturers copy APPLE copy very cool ah!",1
I'm just like apple you're too proactive ....,1
"All the countries with a name are financially stronger than Taiwan? You're looking down on Taiwan, aren't you?",0
"If China is the only country in Africa, you're underestimating the US, Japan and Europe, especially the US.",0
I was actually calling the nurse. You're too sensitive.,0
You're too good to be caught by a troll.,0
You're too optimistic ....,0
"You've got too much faith in the quality of the villagers, don't you?",1
It's too bad you can't make it with the people of Taiwan being so tolerant.,1
You're too good at this. I've had a mouse for at least three years.,1
Super duper. You're too young!,0
The fact that you're so good at deflating KP is that he's gradually become a fellow traveler of the party and the country after the election.,0
The news doesn't report that Tzu Chi did a lot of things. You're so naive.,1
"You're so Buddhist, you should be counting the number of times this has happened.",0
You could be a little more uncivilized.,0
You could be a little more clever.,1
You can do it again.,1
It doesn't matter if the water's not accurate anymore.,1
It could be more dramatic.,0
It could be worse.,1
Apple is a hardware company. You could be funnier.,0
What's the point of having such a big 2k screen when you can have another one that lasts forever?,0
But Sony's camera firmware could really be better.,0
Is it because there are a lot of old men and young boys in the 18 pointed hill who are not trendy enough?,1
Your signature file is still the same as always. It's still powerful. -,0
You could have been a little bitchier. How much longer are you going to go on about me?,1
I forgot you're unhappily married. That's even better!,1
"I don't know where it came from but it's about the p-coins, that's a big decision.",1
That's a lot of maintenance space...,1
"So I read glory as pesticide, that's very wise...",1
"With HTC, it's a real labor of love, pulling the X10 to the same level of production as the S810.",1
This pen and this keyboard are really expensive...,1
You're really trying to get ahead. You're trying to get others to help you.,1
"The price of the phone appeared, really seamless ah (bitter smile ....)",1
The media coverage is really objective and insightful.,1
Sony a bunch of upgraded 5.0 are... It's really a Buddha's heart.,1
Then the Earth is really saved.,1
"The Z3+ has only been on sale in Taiwan for less than 3 months in mid-June, and the Z5 is really ""shocking"".",1
It's a lot of work to type a long string for a crappy headset.,1
"After seeing that B was already sick, C was really a step up.",1
The 816 was really short-lived...,1
"It's amazing how the more money you make, the deeper your claws go into the upstream and downstream.",1
It's a coincidence that they're both pro-China leaders.,1
And I'm impressed that you can talk about anything you don't care about.,1
Corporate tax cuts. So? Tully's consortium is really great.,1
It's really great.,0
"Future people, huh? Ancient people were really fat!",1
I'm sorry if the mental disorder made you sick and miserable.,1
The bottom line of the Family Protective League is really an eye-opener. They only call it anti-gay and extramarital.,1
It's even better than 8 o'clock.,1
"You're just in time, aren't you?",1
It's a great justice that someone doesn't start from his side.,1
Shifting the city's responsibility to corporations and commuters...that's a good one!,1
It's half the price. The materials are incredible.,0
Forget about welfare. Why don't you go next door and get a used one? You can sell it again.,0
And can the fonts be made any smaller? I think it's too big hahaha,0
"Can we bottom out again? That never-before-innovated look... Oh, yeah.",1
"Oh, my God! Could he be any more shameless? He really thinks he's gonna win.",1
Can Japan defeat China again with the force it has now?,0
"With a talent like Mr. Feng, the traffic will be chaotic.",1
Outlaw yo get off work too early and clog up the lake.,1
"You increase my workload and don't give me your paycheck, how can you be so nice to me? You're the sister of a bitch, and both of you are very thick-skinned.",1
"As expected of a shit maggot, he can bring politics into any topic.",1
Threatened by too many incidents of self-righteous personalities coupled with self-righteous brains are now about to be forced out by those above them and those below them are still working on the arrows that can be released tomorrow to release the arrows really deserves to be backed up!,1
"I just went to eat beef noodle with some friends and just stopped for a while and I was billed for it. It's not bad for Taipei City, it's really efficient, so what's the point of being billed for it? You don't even allow people to eat! ----",1
So P5 wears bras. It's the P family.,1
"As expected from a boss who always takes the blame for everything, even the reason for my last vacation wasn't true.",1
Not a word in the history books? What the hell! Chiang is a real killer!,1
"True to form, the Hetts three old actions are super slow...",1
Not bad for a shithead representative of shitheads!,1
Why does 116ip come out with a crap guarantee: what's crap enough to give a push worthy of being a crap university: what's crap enough to give a push worthy of being a crap university: what's crap enough to give a push worthy of being a crap university.,1
The sound quality is horrible. It's a gift. It's all crap.,1
It's a Samsung cell phone. I'd replace it with another one.,1
How can you be so cocky about copying? It's just like Shin-X. It's just like Sansho.,1
I can't turn it on. It's the real thing. It's a god.,1
Squealing at MobileComm is a political brainiac.,1
"It's all copied, too. So good with money, so good at copying, so good at copying, so good at copying, so good at copying, so good at copying, so good at copying.",1
You're a real dragon in a long shirt.,1
Looks like it's going to be ugly as hell even if it's in time for the end of July... worthy of PTTXD!,1
"That's too fast, isn't it? XDDDD It's really worthy of a Chinese brand.",1
"Failure rate is higher than market share, not bad for Zi Long",1
"Worthy of being Vice Wu, you can write something that doesn't make sense.",1
"You don't have to come back tomorrow if you go to work and sleep, right?",1
Did you handle the Taichung MRT accident? He even went to a ribbon-cutting ceremony... You're the mayor of the city.,1
"It's a shame that the party chairman, Kaohsiung, treats bitches like bitches when there's a problem in the city.",1
I'm sure the dog looks down on people as if they were dogs.,1
It's the baldest piece of crap that thinks it resonates.,1
The Kaohsiung version also has a bunch of corporate headquarters....dpp deserves to be recognized as the party that makes the people fight the most.,1
"You're a fox, aren't you?",0
It's true that all Chinese think the same way.,1
"Taiwan is worthy of the outlaw pills, can go die a death, ghost island",1
"I'm not sure how much I'm going to be able to do, but I'm sure I'll be able to do it, and I'm sure I'll be able to do it!",1
Sweet United Nations video. Just in time for Christmas. #imagine #NoReligion  http://t.co/fej2v3OUBR,1
@mrdahl87 We are rumored to have talked to Erv's agent... and the Angels asked about Ed Escobar... that's hardly nothing    ;),1
Hey there! Nice to see you Minnesota/ND Winter Weather,1
3 episodes left I'm dying over here,0
"""I can't breathe!"" was chosen as the most notable quote of the year in an annual list released by a Yale University librarian",1
You're never too old for Footie Pajamas. http://t.co/ElzGqsX2yQ,0
Nothing makes me happier then getting on the highway and seeing break lights light up like a Christmas tree..,1
4:30 an opening my first beer now gonna be a long night/day,0
@Adam_Klug do you think you would support a guy who knocked out your daughter? Rice doesn't deserve support.,0
@samcguigan544 You are not allowed to open that until Christmas day!,0
"Oh, thank GOD - our entire office email system is down... the day of a big event. Santa, you know JUST what to get me for xmas.",1
"But instead, I'm scrolling through Facebook, Instagram, and Twitter for hours on end, accomplishing nothing.",0
@TargetZonePT :pouting_face: no he bloody isn't I was upstairs getting changed !,0
Cold or warmth both suffuse one's cheeks with pink (colour/tone) ... Do you understand the underlying difference & its texture?,0
Just great when you're mobile bill arrives by text,1
crushes are great until you realize they'll never be interested in you.| :p,1
Buffalo sports media is smarter than all of us. Where else can you get the quality insight offered by Harrington and Busgaglia.,1
I guess my cat also lost 3 pounds when she went to the vet after I've been feeding her a few times a day.||#Eating|#food| |#WorkingOut,0
@YankeesWFAN @Ken_Rosenthal trading a SP for a defense-only SS? Brilliant trade.,1
"But @DarklightDave was trying to find us, and my battery died. Guess how he found us? Yes, that bastard wand! !!!!!",1
@deputymartinski please do..i need the second hand embarrassment so desperatly on my phone,1
"I never cared for Beyonce, bc I could never get a sense of who she was. Her interviews lacked depth. @AZEALIABANKS tho....this girl got IT.",0
@yWTorres9 time to hit the books then,1
@RushOrderTees THX4FLW! FLWtheMUSIC @ElektrikEventz @ElektrikMetro WE R #ElektrikBLOOM #ElektrikFANTASY #iwant2DRIFT #Elev8TheUnderground!,0
Love these cold winter mornings :grimacing_face: best feeling everrrrrrr !,1
Amazingly http://t.co/NEioZuNbLD is not owned by #BHP. They are going to have to shell out some decent money for it. #BHPBilliton #South32,0
Wish she could have told me herself. @NicoleScherzy #nicolescherzinger #OneLove #myfav #MyQueen :heavy_black_heart:️:heavy_black_heart:️ http://t.co/queL09fqyr,0
The rain has made extra extra lazy:smiling_face_with_open_mouth_and_cold_sweat:,0
"I was doing great with this summary of my year until I got to June 27th, and the weekend of @Hartswormx3 's birthday. #rivertrip #groupchat",0
"see, that MIGHT show up on a background check, and you'd be denied its a catch 22 we have the right to self protection @serpentina66",0
Smh never knew something could be 80% halal....Been muslim my whole life but somehow i've learned something new i guess,1
A wonderful day of starting work at 6am,1
i feel like whole life is about waiting waiting and waiting,0
@Pure_playa85 lol :grinning_face_with_smiling_eyes:.. Will let my kids know when they get up in the morning.. Thanks for the tip,0
"@RedSox you guys sure screwed this up royally. I'm happy for Lester, the brain trust over there sucks. #nicejob  #LesterToChicago",1
"#Aussie #gunman #was  #on terrorist #watch #list, PM #says: SYDNEY – The gunman who took 17 hostages in Sydney... http://t.co/ibnxdPtu3W",0
"""Twig"" is now ""Sprig""—3 sec limit on new social video platform  #techtalk #editorspick #sillyvine #Tr... https://t.co/0DMkcXpYzq",1
@HEELTeacher and what will that achieve? Seriously?To be fired.all the guys who had the balls to call them out are gone..,0
Yay for another work at 4am day :neutral_face:,1
Physical therapy at 8 am is just what I want to be doing with my Friday  #iwanttosleep,1
Omg @FloptimusCrime didn't tell @giantfootyguy he was in town :face_screaming_in_fear: #trueFriend,1
"I THOUGHT WHAT WE HAD WAS REAL, HOW COULD YOU BE FINE? COZ I'M NOT FINE AT ALL Oh wait. Fixed the caps lock ^.^  #LaughNow .o.",1
"HaHaHaHa!! #hypocrisy  ""MT @Independent: Katie Hopkins calls Russell Brand a bully..........: http://t.co/DZ05xHiuwl""",1
That moment when you have so much stuff to do but you open @tumblr ... #productivity  #tumblr,1
Lol! I m enjoying it:two_women_holding_hands: #Talks #Crazyness #SheNeverLeft  sleepy!! :white_smiling_face:,0
Luv this,1
": When some naturopaths sell ""aromatic"" herbs the way apothecaries sell noxious poisons. #Naturopath=#Apothecary #Herb=#Poison",1
"""@dixiessixty: Goal of the Season 1970: GOAL 1. Jon Sammels #ARSENAL vs #manutd https://t.co/W1p9bptdT3"" @Lloydgallagher3 @bigtant1986",0
"really, what else can a fish be besides a fish? @RBRNetwork1 @TheOldBreed1775 @IndyEnigma @diverdown48",0
@malesurvivor72 I think it's a safe bet it won't fit the crime.,0
It will be impossible for me to be late if I start to dress up right now. #studing #university #lazy,1
When you're already running late and then your car won't start <<< #FantasticFriday,1
i decided to become my own boss to have more free time.. now i have no time left whatsoever.,1
loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection,0
American Kids starting playing and now I'm super missing #summer2k14 #kennychesney,0
@corporateknight don't know how#Monsanto # among 100 most sustainable Cos in the world sure all parameters are measured#net positive?,0
"None of the big, disruptive innovations in our lives have come out of brainstorming. -Bruce Nussbaum http://t.co/ituc6zpusB",0
that way people get to understand disabilities and not stare at us funny wen we out and about#IDPwD#disability,0
@TheoCorleone @david_maclellan Shit! I better shut my stupid girly mouth because im so concerned about what men might think of me.,1
Why does my tongue feel it necessary to try and touch the high speed tool my dentist has put in my mouth?,0
Tell me the #Quintessential #Aussie now isn't a Govt paid job & then have the hyde to buy overseas online and pay no GST . mmm #SadButTrue,0
"@Parlett316 ""Dirk's got a lot of moves I'm trying to steal."" - Kevin Durant on his one-legged fadeway",0
About once a yr I get a little nutty and reach for the orange marmalade. #livingontheedge  http://t.co/sF9o6OWE1v,1
"Rogers, that smile just so accurately captures my reaction when I receive an extra high phone bill!   http://t.co/vFP1ehx7yL",1
"Whatever happened to the Guano Apes? Did they ever make it ""Big in Japan""?",1
Bmw i8 sexy az hell but too slow for the dinero 12.4 in the quarter mile slow #fan of the design feeling the... http://t.co/DELfxN0BpI,0
Let your humility guard your pride ... Vanity shouldn't be allowed to be with such a delicate thing.,0
"Whenever I get sad about how things are going now, I just think of how awesome the future looks to be. #secondsemester #drumcorps #college",0
I asked God to protect me from my enemies .. shortly after I started losing friends :flushed_face::hundred_points_symbol:  or #naah,1
Just delivered @DominiqueAnsel #cronuts to @BouchonBakeryRC hmmm  its for a customer I hope!!! http://t.co/KDx0FhVqCW,1
Such .   You still have to #praisehim ;),1
Hey heyy!!!I....wanna be a rockstar #vscocam  hero #vsocam #hero #spiderman http://t.co/9tuskhVYbJ,0
"""@MaggieLindemann: . @xSamSecrets123 awk moment when I tweeted first #fakefan !!!!!""",1
Waa mockingjay part 2 tahon depan meh 20 Nov 2015 wtvr Night at the museum 3 #mustwatchb4decemberendssobssobs http://t.co/rAc6XdS56z,0
@AmbControl999 @HouseofCommons @Ed_Miliband @nick_clegg @David_Cameron  nice to see the ambulance service is so important to OUR mps,1
I love finals week! #justkidding  #stressed,1
"@gracewoods_ fucking copycat, although you're name is mint and the act we share it is probably a cause for alcohol filled celebration!!!",0
Literally cried when I woke up because I know what this day has in store for me #TheStartOfTechWeek  Ready #JustShootMeKnow,0
@RashawnFranklin Because I disagree w/ you? Trading three picks for one when you have glaring holes at numerous positions is ass-backwards.,0
.@nypost .@Cameron_Gray Oh that makes it all better!!!,1
Why didn't I start watching the tudors earlier? #iloveit,0
@guntrust http://t.co/8ICPDcAoNQ #CHRISTMAS #GIFT GET STARTED AT MAKING MONEY IN SOCIAL MEDIA @ https://t.co/cpJZkEgNe7,0
"don't knw how to react everytime sum1 says me being in a wheelchair ""inspires"" them! im just living they same you are dude",0
GET AHT A TAHN!|The Made in PGH Gift Guide https://t.co/ziTWyuzN6a via @getfitpgh,0
On my lunch break so sleepy:sleeping_face:,0
#Work#Trains#TheGrind#London#Business#MyHappyFace http://t.co/fdE2iQpuQz,1
"dude said I better think hard , so he can take me to cheddars lmao !",1
My #Christmas ritual...part one. #HowTheGrinchStoleChristmas http://t.co/yIJ6tiHmsM,0
Overcast at Creso. #todayimloving #beachwalk #crescenthead http://t.co/daEk2DAjBg,0
2014 can't end fast enough! Stupid dead battery.,0
Not even 8am and I can already see this is going to be a wonderful day  #needmorecoffee,1
"I have an idea, how about 911 operators don't ever describe race?||And police have to wear color blind glasses?||",1
"@bustedcoverage  but Russell is a good christian fella, he wouldn't do that.",1
"Apparently my youth group thinks ""Are you kidding me?"" is my default expression--or ""nomal face."" #areyoukiddingme http://t.co/dBARs2XXTa",0
"@jaymohr37  #PSA Hey Jay, I tuned in when u said ""why all the cocaine talk today....after tweeting coke joke saw it's Escobar's 65th",1
Interviewed a turkey & here's what he had to say http://t.co/8fTsTAoTa1 #Thanksgiving,0
Planned on an early night last night.. Oh yaa course that happened..  #gotinterupted,1
@MaggieWinter21 your last retweet though,1
2v4 S&D matches are just so fun...,1
i just loveee bein short and having my sweatpants go all the way under my feet its so fun... :pile_of_poo:,1
I love waking up at 8 am on a Saturday morning after going to bed at midnight,1
"A day where  ruled @twitter, I got followed by @Sarcasmia. Wht a  day!! Lollllll.",1
Jusuf Nurkic #Bulls RT @JonathanTjarks: He clearly has a lot of talent. Kind of amazing that Denver got him and Gary Harris for McDermott.,0
I don't even have progress on my thesis tas preparations for our event this thursday :weary_face:,0
Gym and I are gonna have a reeeaaalll nice date tomorrow.  #imgoingtostruggle #VSFS2014,1
Sony pulled a movie bc we're scared of a country that can't even keep its lights on at night? Even motel 6 can do better than that. #Zing,0
Had a nice 3 hour nap. Picking up my Chinese take-out and set to watch #GuardiansOfTheGalaxy @MyzzCryz I added water chestnuts to my dinner,0
@jepischke @djdurkin The Bears are probably the worst franchise in football at the moment.,0
I'm so pissed off at Chicago. Like the people at the airport ruined so many peoples chances of ever meeting the boys :expressionless_face::expressionless_face::expressionless_face:. Way to go,1
Hell has frozen over. Literally. #Texas2015.,0
Can you write your name on a paper and take a picture ... — I can but I'm busy answering this question oh...  http://t.co/hRysVyLpBI,1
Its a marshmallow world in the winter :multiple_musical_notes: #getthisoutofmyhead,0
Taking the bike through rainy and cold dark streets to the dentist. Yaaaay. #Somuchfun,1
Reading about Barack Obama in the Barack #Obama plaza #moneygall oh the  http://t.co/sQCIETUrpR,1
that is the face of a tired man hahahahah,0
We want turkey!!,1
@winelibrarian happy to be of some small service ;) @Case4Cleveland @brad4word,0
Choose your words carefully hurting someone feelings is not the right way to go.,0
What a joke. Thanks for the detailed response and communication with your customers.  @AskPlayStation @PlayStation,1
@MohammadFarooq_ Asalamoalekum... :smiling_face_with_open_mouth: kesay mizaj ? Thank you so much. It was posted on 2nd December 2013. Already there. :smiling_face_with_halo:,0
Feeling artsy tonight. #artsy#homealone#vienna#studentlife @ b&e's apartment http://t.co/Ct85mmtf5H,0
"showed mom this picture of me and @sopitlikeitshot & says ""this is grunge"" and she goes ""haha!! I love it!"" #momgoals http://t.co/LTe1NGODMk",0
@TharaAzzam explains why Inter went all Calciopoli over Juventus...,0
I pray God comes back in America and saves us all.,0
#Libby #Lane #appointment: #Women #bishops #debate  #over: The appointment of the Reverend Libby Lane as the... http://t.co/YOj9HVUa8n,0
Sad that when someone drinks they treat you like shit and won't talk to you.,0
We provide a structure that ensures you will successfully invest in real estate. http://t.co/vSLRBIOhyr @backofficeguru,0
@FoxNews Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war...and no one ever died under his watch.,0
Why am I sick? *looks at other tweets* oh yeah sex...  #lame,1
working a double on 2 hours of sleep here we go let's get it,1
For those of you that LOVE this time of year.  https://t.co/r6utbrXVrU,1
In other news i havent had a good nights sleep in a week. I feel great.,1
The pure #reality of . http://t.co/wokWEvDvrp,0
#DIY. Change your #MobileCover every day now. Enjoy! http://t.co/FbDDXMien9,0
Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!!,1
"@Vh1Supersonic Cause of all the things in life this seems to be in #Balance. |Music- Medicine, @Vh1Supersonic - Doctor|#SuperDayLineUp",0
@HarrietBaldwin @OkieVision I guess that means MSM will dig something up to smear Barkley now.#Ferguson,0
Jimi Agbaje is a fine man...in respect to public service what notable landmark has he achieved?  Tested|Jimi... http://t.co/MCNlrZffAO,0
@letote good thing we had enough #whitewine and #christmastrees to survive if needed. #chardsohard #fashion  ;),1
@DFDSUKUpdates why all the delays?  happy,0
"The fun part about 4 am drives in the winter, is no one has cleaned the snow yet",1
I miss the days when all my close friends lived in the same city.,0
so it's claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise,1
@SQLSophist is that  ?,0
Shoutout to my mom for being hella supportive of me,1
@Sidra__PTI you may also see flags of ISIS with him  is this govt and ch nisar don't admit :'(,1
@JordanNoftall that's funny,1
Do you want more period related post or do you like how I post some personal things here on Instagram? http://t.co/VQWDOxB2RU,0
http://t.co/nKXYmio8V6 #AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk,0
@mmamania what time is the UFC press conference tomorrow with names of numerous fighters getting cut,1
"#Terror on high Seas ...|Fishing boat, allegedly from #Pakistan, blows up at sea ...... http://t.co/V6G1zx2s4f",0
#what#matters#to#me#is#gym#holidays#work#the#hell#out http://t.co/HBofXwvQPe,0
I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it  :face_with_tears_of_joy:,1
@baltimoresun Hate it. Go back to the old format please.,0
@nfullers98 its a week joke I have with Jessica and my niece:person_raising_both_hands_in_celebration:,0
@Moose_eBooks You seriously bought a giant TV to play in the box?,0
Haha who the fuck says that to someone#TrueGentlemen,1
If you don't want Hall to eventually ask for a trade then hope for consistency in the message. Change too much you might as well start over,0
"@RobertH1946 @EverydaySexism wow. That  here though, sorry grandpa, we use mac these days #WelcomeToTheWorld #NeverArgueWithFools",0
"@MyzzCryz I liked the first one. Never cared enough to watch the sequel(s?). That said, I will only watch the #reboot because of #ChrisPratt",0
#working.blues.enough.vacation.days http://t.co/zSTyQiRUt5,0
"@PeterEgan6 The badger crusade continues.|""Gloucestershire badger patrols triggered by illegal trapping fears""|http://t.co/rF5aAmpC5n",0
@BrandonTierney I also support instantly murdering 12 year olds with fake plastic guns in public parks...,0
Auntie just called and said shes on her way..|I better get dressed then :astonished_face::face_with_tears_of_joy::face_with_tears_of_joy:,0
"Ahhh 7 a.m bedtimes, how I've missed you  #examproblems",1
Nerd #piccollage having a bit of fun with Georgia #nerd#chistmas #sillybilly @ chilling on my comfy... http://t.co/J3z63mwKHt,0
@mrjamieeast I think it was the hotel owners...,0
@SincerelyTumblr: One day I want to travel with my bestfriend :earth_globe_asia-australia::airplane:️ http://t.co/AXD3Ax5qC1 DONE DID TRAVELED DA WORLD!! @Bethanycsmithh :heavy_black_heart:️,0
@SouthamptonFC @LFC @SkySports Again fans come second. Thanks again,1
When you return in kind then so called friends label you as being unkind. :),0
Sometimes i just dont understand anything|#stubborn http://t.co/nwhIEP4VWz,0
That was the cutest thing ever :smiling_face_with_heart-shaped_eyes::face_throwing_a_kiss:,0
Oh how I love that my ass is too big to fit into my jeans anymore.  #bigbootybitches,1
@LifeCheating doesn't lucky and fortunate mean the same thing?,1
I enjoy stealing my husband hat every once in awhile :smiling_face_with_heart-shaped_eyes::face_throwing_a_kiss::flushed_face: #heyyall #GoodMorning http://t.co/LknoOm7VSb,0
@SPmilkshake @MikeRTrice @neiltyson His tweet in the context of his history is what makes it a clear bait.,0
Insanity is doing the same thing twice and expecting different results,0
3 hours sleep yay loving life,1
"wow, look at you hotshot.  #isthatajoke",1
@dirtydeathdog Can't wait to play the #BFHardline Beta with you XD #Epic,0
"Contemplating responding to @charliejnwalker's tweet saying ""what remains of their pride"" but not sure how well that will go down",1
Having to be up in four hours sounds great,1
OH and now the District line has major signal failures and delays FANTASTIC!!!,1
@ScottishFA @RaeComm @ChampionsLeague sure that will end well,1
"Country music & photo editing, my type of morning :black_sun_with_rays:️:multiple_musical_notes:",0
LOL.. Micromax is promising that service?  http://t.co/AxG11utGOD,1
"""Its so hard to choose between the pleasure and the pain "" #Girl #December #Love #Dream  #Strong http://t.co/GZH8Oqft9y",0
@PowerTripKFAN Adrian was raised that way and he made it to the NFL. Maybe he thought that would motivate his kid to get there too?,1
"She heard Him cry and His little fingers & toes were counted and Mary exclaimed ""He's PERFECT!""  Oh Mary, you so cray cray.",1
My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you'll have fun. #psn  #giveitup,1
Sexist article in the Daily Fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £999.,1
@Justen_G you tweet about having a flip phone? Now that's the definition of,0
@G_Wade_TooFlyy yea we was we too only a couple schools played black & not its a black dominate game,1
Don't forget to join @midtown_1015 for #Steak Night tonight starting at 4pm! #nyc #food #foodie,0
@andreamarchant @tortugarouge I don't think I've ever seen Love Actually all the way through. I tried once last year. I don't remember it.,0
"@lionhart32 @Dosta1 @BSButcher My,Nephew stopped a lot. His long hair. looks like a drug dealer. Never smoked anything Pills?not an aspirin.",0
#QZ8501 asks permission to #takeoff: #towercontrol of #Surubaya: yeah..y can go...away.,0
@RedFMIndia @SunburnFestival |Answer 2- More than 150 artists |#WinSunburnPasses,0
"@michelledean @AVAETC not playing out in the provinces like, oh, Mississippi.",1
Church sign of the day: How would you feel if we celebrated your birthday without you? :speak-no-evil_monkey: #StoleEm #TheReasonForTheSeason,0
"""@Rich_Herrera_4: @pcon34 IT HAS THE WORD MAN IN IT!! Just as sexist as saying mail man instead of mail carrier. "" #MichiganMan",1
Did you know ? If you are reading this right now you are not blind...lol.,1
@Nettaaaaaaaa @deray yeah & we wont talk about how the bodies of the 2 cops killed in BK were ambulanced immediately. Elitism at its finest.,0
Love this weather,1
@MagicalBlondess Psssst. You spelt 'thing'  wrong ||,0
http://t.co/ZcHdGJZrhQ What Day is the Sabbath? #follow #Jesus #Christ #FBC #FBCJAX http://t.co/QhJfErumW1,0
 tough day in sun #kitsch#funny @ Costa Teguise Lanzarote http://t.co/3D5qjIyh0z,0
@BFBulletin if @tiggr_ exclude BF3 maps from the poll... I am going to RIOT!! I really want Seine Crossing back :loudly_crying_face: :loudly_crying_face:|I would pay for it!!,0
I love 14 hour shifts  :weary_face::weary_face::weary_face:,1
"The whole #Misogyny thing is hanging in there with Women from the right . A cat fight now ?, imagine pulling that on the left #pmlive",1
"Yea, yea that's logical.",1
Over on CBS at noon is #BALvsMIA. FOX has #SEAvsPHI after the #Saints. #NFL,0
So Aaron sorkin goes on @todayshow  to talk about not liking the media talking about Sony hack? Using media to bitch about media?,1
you have no argument because you're insane|@RBRNetwork1 @Steven_Swenson @TheLexZane @SSGAngle @JoeHilgerman @DanMartin_cards,0
"#FergusonRiotTips Remember, the only way ppl listen is if you burn down their stores||#Ferguson #VitoandVito #WAARMedia #tcot #ycot",1
My fingers smell like lavashak :),0
#notcies #eu Juncker receives birthday surprise: One million signatures opposing TTIP and CETA http://t.co/f3knbTnus8,0
"#Forever #Young, Forever  #Out, Forever in #our #hearts. |#RIP #PhillipJoelHughes. @vCricketAU @CricketAus",0
Last day in Naples with my Emma girl! :palm_tree::black_sun_with_rays:#soeasytotakeapicwithatoddler  #19wksandcounting... http://t.co/Xb43RmsXAj,1
Say no more.... #bigclub  http://t.co/ALcQQsASsY,1
@MyzzCryz anytime! Cash is acceptable every where. And can be used toward whatever they want/need.,0
"@steigerwaldino Nah, it's better we all act like the North Korean govt and police people's private thoughts.",1
@haugenma my 7-year-old got it for me! I think Macy's http://t.co/JriDbimgYg,0
Blowing your nose so hard your ears pop is the greatest way to start a Wednesday.,1
"Today's court proceedings, allowing prisoners access to books in England & Wales, surely confirms it's time to limit judicial review.",1
Yay I love being awake at 5 in the morning :grinning_face::pistol:,1
Off to a slow start this morning . :weary_face:,0
"@MatthewWRossi getting power from wind is so outdated and unsightly, we should be siphoning it directly from the sun by now.",1
Really looked forward to waking up this early for finals......,1
Oh how I love listening to Fox News in the background while opening presents.,1
Those bad Anonymous and Occupy people did it all because they support white supremacy,1
@Big6domino @CNN Well that's a completely well reasoned and thought out argument. You've changed my mind!!! #Ferguson,1
@badassbraeden Yeah no I'm still laughing. It's not even that funny and I'm still laughing,0
@bgracely @Horn_Chris gotta be a joke about tootin a Horn somewhere,0
"Gotta go out with him and the third,forth,fifth...wheels.| #WinterThought",0
Cc: @JohnCropp My last tweet. Wayne's World is a great movie.,1
"@nacholeber @SageRosenfels18 zero place for that. when the karma train finds Raiola, I hope it has a full head of steam",0
Earn cash by Posting & Tweeting! |http://t.co/2667mS1bHz ||Get started at http://t.co/GViBiZ4ZsH||#CashForContainers #homebasedbusiness #LOL,0
Oracle on Windows 2000. This should be fun!,1
last day of classes #trill except finals whoop,1
YOU blame him for everything else @RBRNetwork1 @1_Free_Man @TheLexZane @Anan_VII @ABPT_Rocket @DrPenisWrinkle @kusun0,0
"With dropping oil prices, thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector.  #cdnpoli",1
"when singing along to songs in Korean and there is a part in English, I sing it with a Korean accent. WHY.",0
save your work folks. i'm offically cntrl-alt-deleting this week.,0
I'm glad Andy can tweet all day but not text me back.  #loved,1
